"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"356","India",,"01379.01","Areca nuts",2016,1.24,"1.24%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01379.01","Areca nuts",2016,1.24,"1.24%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01379.01","Areca nuts",2016,0.97,"0.97%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Kerala","01379.01","Areca nuts",2016,3.8,"3.80%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01379.01","Areca nuts",2016,3.94,"3.94%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01379.01","Areca nuts",2016,4.91,"4.91%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Karnataka","01379.01","Areca nuts",2016,3.8,"3.80%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0141","Soya beans",2016,1,"1%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0141","Soya beans",2016,9.96,"9.96%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0141","Soya beans",2016,5.45,"5.45%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Madhya Pradesh","0141","Soya beans",2016,13.16,"13.16%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0141","Soya beans",2016,8.95,"8.95%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Madhya Pradesh","0141","Soya beans",2016,7.63,"7.63%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0142","Groundnuts, excluding shelled",2016,0.95,"0.95%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0142","Groundnuts, excluding shelled",2016,5.09,"5.09%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Rajasthan","0142","Groundnuts, excluding shelled",2016,3.54,"3.54%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0142","Groundnuts, excluding shelled",2016,2.05,"2.05%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Gujarat","0142","Groundnuts, excluding shelled",2016,7.91,"7.91%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Madhya Pradesh","0142","Groundnuts, excluding shelled",2016,9.54,"9.54%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0142","Groundnuts, excluding shelled",2016,6.03,"6.03%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Maharashtra","0143","Cottonseed",2016,6.94,"6.94%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0143","Cottonseed",2016,0.54,"0.54%",,"Collection, Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0143","Cottonseed",2016,3.08,"3.08%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India","Gujarat","0143","Cottonseed",2016,2.3,"2.30%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0143","Cottonseed",2016,2.54,"2.54%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0143","Cottonseed",2016,2.01,"2.01%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01445","Sunflower seed",2016,5.26,"5.26%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01445","Sunflower seed",2016,3.65,"3.65%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01445","Sunflower seed",2016,1.61,"1.61%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01445","Sunflower seed",2016,0.96,"0.96%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01446","Safflower seed",2016,1.08,"1.08%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01446","Safflower seed",2016,3.24,"3.24%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01446","Safflower seed",2016,2.8,"2.80%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01446","Safflower seed",2016,0.44,"0.44%",,"Storage","Storage",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01460","Coconuts, in shell",2016,3.45,"3.45%",,"Farm","Farm",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"01460","Coconuts, in shell",2016,1.37,"1.37%",,"Harvesting","Harvest",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
